time (MST),Gage Height(ft)-GCMRC-GCLT1,Gage Height Ice Affected On This Day-GCMRC-GCLT1,Gage Height Notes-GCMRC-GCLT1,Discharge(cfs)-GCMRC-GCLT1,Discharge Ice Affected On This Day-GCMRC-GCLT1,Discharge Notes-GCMRC-GCLT1,Air Temperature(°C)-GCMRC-GCLT1
2005-10-13T05:00:00Z,3.01,NO,"",0.37,NO,"",13.5
2005-10-13T06:00:00Z,3.01,NO,"",0.19,NO,"",12.9
2005-10-13T07:00:00Z,3.01,NO,"",0.2,NO,"",11.9
2005-10-13T08:00:00Z,3.01,NO,"",0.2,NO,"",11.4
2005-10-13T09:00:00Z,3.01,NO,"",0.39,NO,"",11.8
2005-10-13T10:00:00Z,3.01,NO,"",0.21,NO,"",13
2005-10-13T11:00:00Z,3.01,NO,"",0.57,NO,"",14.3
2005-10-13T12:00:00Z,3.01,NO,"",0.58,NO,"",15.4
2005-10-13T13:00:00Z,3.01,NO,"",0.4,NO,"",17.9
2005-10-13T14:00:00Z,3.02,NO,"",0.77,NO,"",20.3
2005-10-13T15:00:00Z,3.01,NO,"",0.23,NO,"",20.7
2005-10-13T16:00:00Z,3.01,NO,"",0.24,NO,"",20.3
2005-10-13T17:00:00Z,3.01,NO,"",0.6,NO,"",19.7
2005-10-13T18:00:00Z,3.01,NO,"",0.42,NO,"",18.4
2005-10-13T19:00:00Z,3.02,NO,"",0.97,NO,"",20.9
2005-10-13T21:00:00Z,3.01,NO,"",0.26,NO,"",18.4
2005-10-13T22:00:00Z,3.01,NO,"",0.26,NO,"",17.8
2005-10-13T23:00:00Z,3.01,NO,"",0.27,NO,"",17.1
2005-10-14T00:00:00Z,3.02,NO,"",0.81,NO,"",16.2
2005-10-14T01:00:00Z,3,NO,"",0.1,NO,"",15.6
2005-10-14T02:00:00Z,3.01,NO,"",0.28,NO,"",14.9
2005-10-14T03:00:00Z,3.01,NO,"",0.28,NO,"",14.3
2005-10-14T05:00:00Z,3.01,NO,"",0.29,NO,"",12.7
2005-10-14T06:00:00Z,3.01,NO,"",0.48,NO,"",12.9
2005-10-14T07:00:00Z,3.01,NO,"",0.3,NO,"",12.3
2005-10-14T08:00:00Z,3.01,NO,"",0.31,NO,"",11.3
2005-10-14T09:00:00Z,3.01,NO,"",0.49,NO,"",11.3
2005-10-14T10:00:00Z,3.01,NO,"",0.49,NO,"",12.8
2005-10-14T11:00:00Z,3.01,NO,"",0.32,NO,"",14
2005-10-14T12:00:00Z,3.01,NO,"",0.5,NO,"",15.3
2005-10-14T13:00:00Z,3,NO,"",0.15,NO,"",16.9
2005-10-14T14:00:00Z,3.01,NO,"",0.33,NO,"",19.6
2005-10-14T15:00:00Z,3.01,NO,"",0.34,NO,"",21.2
2005-10-14T19:00:00Z,3.01,NO,"",0.53,NO,"",20.6
2005-10-14T20:00:00Z,3.01,NO,"",0.71,NO,"",20.4
2005-10-14T21:00:00Z,3,NO,"",0.18,NO,"",19.3
2005-10-14T22:00:00Z,3.01,NO,"",0.54,NO,"",18.5
2005-10-14T23:00:00Z,3.01,NO,"",0.37,NO,"",18.2
2005-10-15T00:00:00Z,3.01,NO,"",0.55,NO,"",18.4
2005-10-15T01:00:00Z,3.01,NO,"",0.38,NO,"",16.2
2005-10-15T02:00:00Z,3.01,NO,"",0.38,NO,"",15.9
2005-10-15T03:00:00Z,3.01,NO,"",0.39,NO,"",15.4
2005-10-15T04:00:00Z,3.01,NO,"",0.57,NO,"",13.6
2005-10-15T05:00:00Z,3.01,NO,"",0.4,NO,"",13.5
2005-10-15T06:00:00Z,3.01,NO,"",0.76,NO,"",14.4
2005-10-15T07:00:00Z,3,NO,"",0.23,NO,"",12.5
2005-10-15T08:00:00Z,3.01,NO,"",0.41,NO,"",12.3
2005-10-15T09:00:00Z,3.01,NO,"",0.41,NO,"",12.6
2005-10-15T10:00:00Z,3.01,NO,"",0.42,NO,"",13.6
2005-10-15T12:00:00Z,3.01,NO,"",0.43,NO,"",16.4
2005-10-15T13:00:00Z,3.01,NO,"",0.43,NO,"",18.3
2005-10-15T14:00:00Z,3.01,NO,"",0.79,NO,"",20.1
2005-10-15T15:00:00Z,3.01,NO,"",0.44,NO,"",22.2
2005-10-15T16:00:00Z,3.01,NO,"",0.44,NO,"",22.8
2005-10-15T17:00:00Z,3,NO,"",0.27,NO,"",20.5
2005-10-18T10:31:00Z,3.36,NO,"",23.25,NO,"",14.5
2005-10-18T10:32:00Z,3.43,NO,"",28.21,NO,"",14.5
2005-10-18T10:34:00Z,3.39,NO,"",25.03,NO,"",14.6
2005-10-18T10:47:00Z,3.39,NO,"",25.46,NO,"",14.6
2005-10-18T10:48:00Z,3.36,NO,"",23,NO,"",-999
2005-10-18T11:00:00Z,3.16,NO,"",10.21,NO,"",14.7
2005-10-18T12:00:00Z,3.1,NO,"",6.42,NO,"",16.7
2005-10-18T12:33:00Z,3.36,NO,"",22.8,NO,"",-999
2005-10-18T12:34:00Z,3.36,NO,"",23.24,NO,"",16.8
2005-10-18T12:37:00Z,3.37,NO,"",23.67,NO,"",16.8
2005-10-18T12:42:00Z,3.42,NO,"",26.82,NO,"",16.8
2005-10-18T12:44:00Z,3.38,NO,"",24.33,NO,"",16.7
2005-10-18T12:45:00Z,3.53,NO,"",34.78,NO,"",16.7
2005-10-18T12:46:00Z,3.59,NO,"",39.17,NO,"",16.7
2005-10-18T12:47:00Z,3.48,NO,"",30.97,NO,"",16.6
2005-10-18T12:48:00Z,3.47,NO,"",30.26,NO,"",16.6
2005-10-18T12:49:00Z,3.71,NO,"",48.86,NO,"",16.6
2005-10-18T12:50:00Z,3.98,NO,"",71.36,NO,"",16.4
2005-10-18T12:51:00Z,3.74,NO,"",51.49,NO,"",16.3
2005-10-18T12:52:00Z,3.59,NO,"",39.41,NO,"",16.3
2005-10-18T12:53:00Z,3.85,NO,"",59.93,NO,"",16.2
2005-10-18T12:54:00Z,3.85,NO,"",60.2,NO,"",16.1
2005-10-18T12:55:00Z,3.76,NO,"",52.55,NO,"",16.1
2005-10-18T12:56:00Z,3.48,NO,"",30.95,NO,"",16
2005-10-18T12:57:00Z,3.94,NO,"",68.14,NO,"",16
2005-10-18T12:58:00Z,3.76,NO,"",53.08,NO,"",15.9
2005-10-18T12:59:00Z,3.49,NO,"",32.12,NO,"",15.9
2005-10-18T13:00:00Z,3.72,NO,"",49.62,NO,"",15.8
2005-10-18T13:01:00Z,3.88,NO,"",62.43,NO,"",15.7
2005-10-18T13:02:00Z,3.48,NO,"",31.41,NO,"",15.7
2005-10-18T13:04:00Z,3.37,NO,"",23.62,NO,"",15.6
2005-10-18T13:05:00Z,3.78,NO,"",54.15,NO,"",15.6
2005-10-18T13:06:00Z,3.51,NO,"",33.06,NO,"",15.5
2005-10-18T13:07:00Z,3.95,NO,"",68.99,NO,"",15.5
2005-10-18T13:08:00Z,3.4,NO,"",25.86,NO,"",15.5
2005-10-18T13:09:00Z,3.67,NO,"",45.44,NO,"",15.5
2005-10-18T13:10:00Z,3.81,NO,"",57.13,NO,"",15.6
2005-10-18T13:11:00Z,3.5,NO,"",32.33,NO,"",15.6
2005-10-18T13:12:00Z,3.58,NO,"",38.87,NO,"",15.7
2005-10-18T13:13:00Z,3.92,NO,"",65.81,NO,"",15.7
2005-10-18T13:14:00Z,3.4,NO,"",25.62,NO,"",15.7
2005-10-18T13:16:00Z,3.52,NO,"",34.23,NO,"",15.8
2005-10-18T13:18:00Z,3.54,NO,"",35.43,NO,"",15.8
2005-10-18T13:19:00Z,3.47,NO,"",30.67,NO,"",15.8
2005-10-18T13:22:00Z,3.43,NO,"",27.42,NO,"",15.9
2005-10-18T13:23:00Z,3.85,NO,"",60.14,NO,"",15.8
2005-10-18T13:25:00Z,3.42,NO,"",26.73,NO,"",15.9
2005-10-18T13:26:00Z,3.4,NO,"",25.37,NO,"",16
2005-10-18T13:27:00Z,3.41,NO,"",26.5,NO,"",16
2005-10-18T13:28:00Z,3.44,NO,"",28.1,NO,"",16
2005-10-18T13:41:00Z,3.36,NO,"",22.66,NO,"",16
2005-10-18T13:43:00Z,3.45,NO,"",29.22,NO,"",16
2005-10-18T13:44:00Z,3.41,NO,"",26.47,NO,"",16.1
2005-10-18T13:45:00Z,3.36,NO,"",22.66,NO,"",-999
2005-10-18T14:00:00Z,3.17,NO,"",10.67,NO,"",16.5
2005-10-18T14:49:00Z,3.17,NO,"",10.58,NO,"",-999
2005-10-18T14:50:00Z,3.37,NO,"",23.64,NO,"",15
2005-10-18T14:51:00Z,3.4,NO,"",25.66,NO,"",15.1
2005-10-18T14:53:00Z,3.47,NO,"",30.48,NO,"",15.3
2005-10-18T14:54:00Z,3.4,NO,"",25.65,NO,"",15.4
2005-10-18T14:56:00Z,3.39,NO,"",24.97,NO,"",15.6
2005-10-18T14:58:00Z,3.49,NO,"",31.41,NO,"",16
2005-10-18T15:00:00Z,3.49,NO,"",31.88,NO,"",16.3
2005-10-18T15:02:00Z,3.39,NO,"",24.96,NO,"",16.6
2005-10-18T15:03:00Z,3.43,NO,"",27.22,NO,"",16.6
2005-10-18T15:04:00Z,3.46,NO,"",29.3,NO,"",16.5
2005-10-18T15:05:00Z,3.52,NO,"",33.78,NO,"",16.4
2005-10-18T15:06:00Z,3.37,NO,"",23.61,NO,"",16.3
2005-10-18T15:07:00Z,3.4,NO,"",25.17,NO,"",16.2
2005-10-18T15:08:00Z,3.47,NO,"",29.99,NO,"",16.1
2005-10-18T15:09:00Z,3.43,NO,"",27.44,NO,"",16.2
2005-10-18T15:10:00Z,3.42,NO,"",26.75,NO,"",16.3
2005-10-18T15:11:00Z,3.44,NO,"",28.36,NO,"",16.5
2005-10-18T15:12:00Z,3.51,NO,"",32.81,NO,"",16.5
2005-10-18T15:13:00Z,3.43,NO,"",27.66,NO,"",16.5
2005-10-18T15:14:00Z,3.46,NO,"",29.28,NO,"",16.4
2005-10-18T15:15:00Z,3.36,NO,"",22.7,NO,"",16.3
2005-10-18T15:16:00Z,3.41,NO,"",26.06,NO,"",16.1
2005-10-18T15:17:00Z,3.43,NO,"",27.65,NO,"",16
2005-10-18T15:18:00Z,3.58,NO,"",38.62,NO,"",15.9
2005-10-18T15:19:00Z,3.47,NO,"",30.2,NO,"",15.8
2005-10-18T15:20:00Z,3.41,NO,"",26.05,NO,"",15.7
2005-10-18T15:21:00Z,3.46,NO,"",29.5,NO,"",15.7
2005-10-18T15:22:00Z,3.38,NO,"",23.8,NO,"",15.7
2005-10-18T15:23:00Z,3.54,NO,"",35.43,NO,"",15.7
2005-10-18T15:24:00Z,3.41,NO,"",25.82,NO,"",15.6
2005-10-18T15:25:00Z,3.37,NO,"",23.35,NO,"",15.6
2005-10-18T15:26:00Z,3.46,NO,"",29.25,NO,"",15.5
2005-10-18T15:28:00Z,3.47,NO,"",29.95,NO,"",15.5
2005-10-18T15:29:00Z,3.51,NO,"",32.77,NO,"",15.4
2005-10-18T15:30:00Z,3.51,NO,"",33.25,NO,"",15.4
2005-10-18T15:31:00Z,3.38,NO,"",24.23,NO,"",15.4
2005-10-18T15:32:00Z,3.48,NO,"",31.11,NO,"",15.4
2005-10-18T15:33:00Z,3.51,NO,"",33,NO,"",15.5
2005-10-18T15:34:00Z,3.42,NO,"",26.93,NO,"",15.5
2005-10-18T15:35:00Z,3.36,NO,"",22.66,NO,"",15.5
2005-10-18T15:36:00Z,3.4,NO,"",25.57,NO,"",15.5
2005-10-18T15:37:00Z,3.46,NO,"",29.23,NO,"",15.5
2005-10-18T15:38:00Z,3.45,NO,"",28.77,NO,"",15.5
2005-10-18T15:39:00Z,3.49,NO,"",31.8,NO,"",15.5
2005-10-18T15:41:00Z,3.36,NO,"",22.87,NO,"",15.5
2005-10-18T15:42:00Z,3.36,NO,"",22.65,NO,"",15.5
2005-10-18T15:43:00Z,3.47,NO,"",29.92,NO,"",15.6
2005-10-18T15:44:00Z,3.48,NO,"",30.62,NO,"",15.5
2005-10-18T15:45:00Z,3.73,NO,"",49.55,NO,"",15.5
2005-10-18T15:46:00Z,3.48,NO,"",30.61,NO,"",15.5
2005-10-18T15:47:00Z,3.48,NO,"",30.85,NO,"",15.4
2005-10-18T15:48:00Z,3.6,NO,"",39.55,NO,"",15.4
2005-10-18T15:49:00Z,3.45,NO,"",28.98,NO,"",15.4
2005-10-18T15:50:00Z,3.53,NO,"",34.41,NO,"",15.5
2005-10-18T15:51:00Z,3.4,NO,"",25.54,NO,"",15.6
2005-10-18T15:52:00Z,3.53,NO,"",34.89,NO,"",15.6
2005-10-18T15:53:00Z,3.64,NO,"",42.55,NO,"",15.6
2005-10-18T15:54:00Z,3.81,NO,"",56.52,NO,"",15.5
2005-10-18T15:55:00Z,3.98,NO,"",71.28,NO,"",15.5
2005-10-18T15:56:00Z,3.62,NO,"",41.28,NO,"",15.5
2005-10-18T15:57:00Z,4.8,NO,"",157.21,NO,"",15.4
2005-10-18T15:58:00Z,4.04,NO,"",76.33,NO,"",15.4
2005-10-18T15:59:00Z,4.37,NO,"",108.64,NO,"",15.5
2005-10-18T16:00:00Z,4.16,NO,"",88.34,NO,"",15.5
2005-10-18T16:01:00Z,4.64,NO,"",138.52,NO,"",15.5
2005-10-18T16:02:00Z,5.12,NO,"",196.5,NO,"",15.5
2005-10-18T16:03:00Z,4.67,NO,"",141.5,NO,"",15.5
2005-10-18T16:04:00Z,5.02,NO,"",184.25,NO,"",15.5
2005-10-18T16:05:00Z,5.33,NO,"",224.67,NO,"",15.5
2005-10-18T16:06:00Z,5.22,NO,"",209.5,NO,"",15.5
2005-10-18T16:07:00Z,5.35,NO,"",226.93,NO,"",15.5
2005-10-18T16:08:00Z,5.46,NO,"",243.07,NO,"",15.5
2005-10-18T16:09:00Z,4.98,NO,"",178.44,NO,"",15.5
2005-10-18T16:10:00Z,5.2,NO,"",206.86,NO,"",15.5
2005-10-18T16:11:00Z,5.49,NO,"",246.83,NO,"",15.5
2005-10-18T16:12:00Z,5.87,NO,"",304.59,NO,"",15.5
2005-10-18T16:13:00Z,5.37,NO,"",230.11,NO,"",15.5
2005-10-18T16:14:00Z,5.73,NO,"",282.24,NO,"",15.5
2005-10-18T16:15:00Z,5.37,NO,"",229.65,NO,"",15.5
2005-10-18T16:16:00Z,6.28,NO,"",371.6,NO,"",15.5
2005-10-18T16:17:00Z,6.06,NO,"",335.72,NO,"",15.5
2005-10-18T16:18:00Z,5.73,NO,"",282.74,NO,"",15.6
2005-10-18T16:19:00Z,6.39,NO,"",391.65,NO,"",15.6
2005-10-18T16:20:00Z,6.25,NO,"",367.64,NO,"",15.6
2005-10-18T16:21:00Z,6.21,NO,"",359.81,NO,"",15.6
2005-10-18T16:22:00Z,6.43,NO,"",398.05,NO,"",15.6
2005-10-18T16:23:00Z,6.06,NO,"",335.72,NO,"",15.6
2005-10-18T16:24:00Z,5.85,NO,"",302,NO,"",15.6
2005-10-18T16:27:00Z,5.4,NO,"",234.69,NO,"",15.5
2005-10-18T16:28:00Z,5.54,NO,"",254.87,NO,"",15.5
2005-10-18T16:30:00Z,5.1,NO,"",194.32,NO,"",15.5
2005-10-18T16:31:00Z,5.58,NO,"",260.63,NO,"",15.5
2005-10-18T16:32:00Z,4.43,NO,"",114.75,NO,"",15.5
2005-10-18T16:33:00Z,4.64,NO,"",138.09,NO,"",15.5
2005-10-18T16:34:00Z,4.85,NO,"",162.26,NO,"",15.4
2005-10-18T16:35:00Z,4.83,NO,"",160.28,NO,"",15.4
2005-10-18T16:36:00Z,4.88,NO,"",165.84,NO,"",15.4
2005-10-18T16:37:00Z,5.03,NO,"",185.45,NO,"",15.4
2005-10-18T16:38:00Z,4.73,NO,"",148.63,NO,"",15.3
2005-10-18T16:39:00Z,4.82,NO,"",158.7,NO,"",15.4
2005-10-18T16:40:00Z,4.99,NO,"",180.04,NO,"",15.4
2005-10-18T16:41:00Z,4.75,NO,"",150.93,NO,"",15.4
2005-10-18T16:42:00Z,5.04,NO,"",186.28,NO,"",15.4
2005-10-18T16:43:00Z,4.64,NO,"",138.07,NO,"",15.4
2005-10-18T16:44:00Z,4.5,NO,"",122.8,NO,"",15.4
2005-10-18T16:45:00Z,4.27,NO,"",98.87,NO,"",15.4
2005-10-18T16:46:00Z,4.69,NO,"",144.06,NO,"",15.4
2005-10-18T16:47:00Z,3.92,NO,"",65.38,NO,"",15.4
2005-10-18T16:48:00Z,4.5,NO,"",122.08,NO,"",15.4
2005-10-18T16:49:00Z,4.3,NO,"",101.5,NO,"",15.4
2005-10-18T16:50:00Z,4.56,NO,"",128.53,NO,"",15.4
2005-10-18T16:51:00Z,4.54,NO,"",127.08,NO,"",15.4
2005-10-18T16:52:00Z,4.45,NO,"",116.8,NO,"",15.4
2005-10-18T16:53:00Z,4.83,NO,"",160.65,NO,"",15.4
2005-10-18T16:54:00Z,4.66,NO,"",139.91,NO,"",15.4
2005-10-18T16:55:00Z,4.43,NO,"",114.71,NO,"",15.4
2005-10-18T16:56:00Z,4.16,NO,"",88.23,NO,"",15.4
2005-10-18T16:57:00Z,3.96,NO,"",69.69,NO,"",15.4
2005-10-18T16:58:00Z,4.11,NO,"",82.6,NO,"",15.4
2005-10-18T16:59:00Z,4.55,NO,"",127.43,NO,"",15.4
2005-10-18T17:00:00Z,4.12,NO,"",83.84,NO,"",15.4
2005-10-18T17:01:00Z,4.05,NO,"",77.71,NO,"",15.4
2005-10-18T17:02:00Z,3.84,NO,"",59.14,NO,"",15.3
2005-10-18T17:03:00Z,4.18,NO,"",89.79,NO,"",15.2
2005-10-18T17:04:00Z,4.06,NO,"",78.31,NO,"",15.2
2005-10-18T17:05:00Z,4.15,NO,"",86.95,NO,"",15.2
2005-10-18T17:06:00Z,3.91,NO,"",64.48,NO,"",15.2
2005-10-18T17:07:00Z,4.03,NO,"",75.29,NO,"",15.2
2005-10-18T17:08:00Z,4.15,NO,"",86.63,NO,"",15.2
2005-10-18T17:09:00Z,4,NO,"",72.61,NO,"",15.2
2005-10-18T17:10:00Z,3.94,NO,"",67.34,NO,"",15.2
2005-10-18T17:11:00Z,3.8,NO,"",55.82,NO,"",15.2
2005-10-18T17:12:00Z,3.97,NO,"",70.25,NO,"",15.2
2005-10-18T17:13:00Z,4.14,NO,"",85.99,NO,"",15.2
2005-10-18T17:14:00Z,3.75,NO,"",51.23,NO,"",15.2
2005-10-18T17:15:00Z,3.77,NO,"",53.1,NO,"",15.2
2005-10-18T17:16:00Z,3.78,NO,"",53.64,NO,"",15.2
2005-10-18T17:17:00Z,3.96,NO,"",69.36,NO,"",15.3
2005-10-18T17:18:00Z,4.08,NO,"",80.41,NO,"",15.3
2005-10-18T17:19:00Z,3.63,NO,"",42.13,NO,"",15.3
2005-10-18T17:20:00Z,3.54,NO,"",35.19,NO,"",15.3
2005-10-18T17:21:00Z,3.73,NO,"",49.36,NO,"",15.3
2005-10-18T17:22:00Z,3.72,NO,"",48.83,NO,"",15.3
2005-10-18T17:23:00Z,3.63,NO,"",42.12,NO,"",15.3
2005-10-18T17:24:00Z,3.76,NO,"",52.01,NO,"",15.3
2005-10-18T17:25:00Z,3.45,NO,"",28.79,NO,"",15.3
2005-10-18T17:26:00Z,3.56,NO,"",36.89,NO,"",15.3
2005-10-18T17:27:00Z,3.54,NO,"",35.42,NO,"",15.2
2005-10-18T17:28:00Z,3.38,NO,"",24,NO,"",15.2
2005-10-18T17:29:00Z,3.42,NO,"",26.71,NO,"",15.2
2005-10-18T17:30:00Z,3.54,NO,"",35.17,NO,"",15.2
2005-10-18T17:31:00Z,3.58,NO,"",38.1,NO,"",15.2
2005-10-18T17:32:00Z,3.42,NO,"",26.48,NO,"",15.2
2005-10-18T17:33:00Z,3.43,NO,"",27.39,NO,"",15.1
2005-10-18T17:34:00Z,3.57,NO,"",37.11,NO,"",15.1
2005-10-18T17:35:00Z,3.55,NO,"",35.89,NO,"",15.1
2005-10-18T17:36:00Z,3.54,NO,"",35.4,NO,"",15.1
2005-10-18T17:37:00Z,3.42,NO,"",26.69,NO,"",15.1
2005-10-18T17:39:00Z,3.4,NO,"",25.1,NO,"",15.2
2005-10-18T17:41:00Z,3.47,NO,"",29.92,NO,"",15.1
2005-10-18T17:42:00Z,3.47,NO,"",29.92,NO,"",15.2
2005-10-18T17:43:00Z,3.59,NO,"",38.82,NO,"",15.2
2005-10-18T17:44:00Z,3.68,NO,"",45.4,NO,"",15.1
2005-10-18T17:46:00Z,3.48,NO,"",30.85,NO,"",15.1
2005-10-18T17:48:00Z,3.64,NO,"",42.83,NO,"",15.1
2005-10-18T17:49:00Z,3.38,NO,"",23.96,NO,"",15.1
2005-10-18T17:50:00Z,3.46,NO,"",29.43,NO,"",15.1
2005-10-18T17:52:00Z,3.39,NO,"",24.4,NO,"",15.1
2005-10-18T17:53:00Z,3.38,NO,"",23.95,NO,"",15
2005-10-18T17:54:00Z,3.39,NO,"",24.17,NO,"",15
2005-10-18T17:57:00Z,3.37,NO,"",23.27,NO,"",15.1
2005-10-18T17:58:00Z,3.37,NO,"",22.83,NO,"",15
2005-10-18T17:59:00Z,3.36,NO,"",22.38,NO,"",15.1
2005-10-18T18:00:00Z,3.32,NO,"",19.54,NO,"",15
2005-10-18T18:02:00Z,3.38,NO,"",23.49,NO,"",15.1
2005-10-18T18:05:00Z,3.36,NO,"",22.15,NO,"",15.1
2005-10-18T18:09:00Z,3.36,NO,"",22.14,NO,"",-999
2005-10-18T18:10:00Z,3.52,NO,"",33.89,NO,"",15.5
2005-10-18T18:11:00Z,3.36,NO,"",22.14,NO,"",-999
2005-10-18T19:00:00Z,3.01,NO,"",0.8,NO,"",15.2
2006-06-17T14:00:00Z,3,NO,"",0.69,NO,"",34.7
2006-06-18T00:00:00Z,3.03,NO,"",3.06,NO,"",27.3
2006-06-18T01:00:00Z,2.99,NO,"",0.71,NO,"",27
2006-06-18T02:00:00Z,3,NO,"",1.25,NO,"",26.2
2006-06-18T03:00:00Z,3.04,NO,"",3.42,NO,"",25.3
2006-06-18T04:00:00Z,3.03,NO,"",2.69,NO,"",24.8
2006-06-18T05:00:00Z,3.03,NO,"",2.87,NO,"",23.9
2006-06-18T06:00:00Z,3.04,NO,"",3.61,NO,"",23.1
2006-06-18T07:00:00Z,3.05,NO,"",4.16,NO,"",21.9
2006-06-18T08:00:00Z,3.05,NO,"",3.88,NO,"",22.9
2006-06-18T09:00:00Z,3.05,NO,"",3.75,NO,"",25.2
2006-06-18T10:00:00Z,3.05,NO,"",3.44,NO,"",28.8
2006-06-24T14:00:00Z,3.01,NO,"",0.16,NO,"",40.6
2006-06-24T18:00:00Z,3.01,NO,"",0.15,NO,"",40.1
2006-07-30T15:00:00Z,3.03,NO,"",7.12,NO,"",22.5
2006-07-30T15:08:00Z,3.03,NO,"",7.61,NO,"",-999
2006-07-30T15:09:00Z,3.36,NO,"",28.68,NO,"",21.3
2006-07-30T15:10:00Z,3.4,NO,"",31.01,NO,"",21.5
2006-07-30T15:11:00Z,3.44,NO,"",34.3,NO,"",21.4
2006-07-30T15:12:00Z,3.46,NO,"",35.54,NO,"",21.5
2006-07-30T15:13:00Z,3.62,NO,"",47.57,NO,"",21.5
2006-07-30T15:14:00Z,3.52,NO,"",39.97,NO,"",21.5
2006-07-30T15:15:00Z,3.63,NO,"",48.21,NO,"",21.5
2006-07-30T15:16:00Z,3.56,NO,"",43.28,NO,"",21.5
2006-07-30T15:17:00Z,3.53,NO,"",41.39,NO,"",21.6
2006-07-30T15:18:00Z,3.49,NO,"",38.32,NO,"",21.7
2006-07-30T15:19:00Z,3.4,NO,"",32.07,NO,"",21.8
2006-07-30T15:20:00Z,3.55,NO,"",42.57,NO,"",21.7
2006-07-30T15:21:00Z,3.48,NO,"",37.8,NO,"",21.6
2006-07-30T15:22:00Z,3.47,NO,"",37.16,NO,"",21.7
2006-07-30T15:23:00Z,3.44,NO,"",35.11,NO,"",21.9
2006-07-30T15:24:00Z,3.48,NO,"",38.01,NO,"",22
2006-07-30T15:25:00Z,3.52,NO,"",40.47,NO,"",21.9
2006-07-30T15:26:00Z,3.4,NO,"",32.53,NO,"",22
2006-07-30T15:27:00Z,3.39,NO,"",31.68,NO,"",22
2006-07-30T15:28:00Z,3.38,NO,"",31.25,NO,"",22
2006-07-30T15:29:00Z,3.4,NO,"",32.39,NO,"",22.3
2006-07-30T15:30:00Z,3.41,NO,"",32.85,NO,"",22.4
2006-07-30T15:31:00Z,3.49,NO,"",38.71,NO,"",22.5
2006-07-30T15:32:00Z,3.52,NO,"",41.35,NO,"",22.7
2006-07-30T15:33:00Z,3.45,NO,"",36.1,NO,"",22.9
2006-07-30T15:34:00Z,3.5,NO,"",39.66,NO,"",23
2006-07-30T15:35:00Z,3.47,NO,"",37.28,NO,"",23
2006-07-30T15:36:00Z,3.37,NO,"",30.57,NO,"",23
2006-07-30T15:37:00Z,3.45,NO,"",35.63,NO,"",23
2006-07-30T15:40:00Z,3.48,NO,"",37.99,NO,"",23.2
2006-07-30T15:44:00Z,3.37,NO,"",30.57,NO,"",23.3
2006-07-30T15:46:00Z,3.43,NO,"",34.7,NO,"",23.2
2006-07-30T15:47:00Z,3.37,NO,"",30.57,NO,"",23.1
2006-07-30T15:48:00Z,3.52,NO,"",41.11,NO,"",23.1
2006-07-30T15:50:00Z,3.46,NO,"",36.57,NO,"",23.1
2006-07-30T15:51:00Z,3.5,NO,"",39.66,NO,"",23.2
2006-07-30T15:53:00Z,3.43,NO,"",34.47,NO,"",23.1
2006-07-30T15:54:00Z,3.36,NO,"",29.44,NO,"",-999
2006-07-30T16:00:00Z,3.31,NO,"",26.56,NO,"",23.6
2006-07-30T17:00:00Z,2.95,NO,"",4.56,NO,"",25.4
2006-07-30T19:00:00Z,2.87,NO,"",0.17,NO,"",27.8
2006-08-11T18:33:00Z,3.38,NO,"",31.31,NO,"",22.3
2006-08-11T18:34:00Z,3.36,NO,"",29.63,NO,"",-999
2006-08-11T19:00:00Z,3.28,NO,"",21.83,NO,"",21.6
2006-08-11T20:00:00Z,3.02,NO,"",2.33,NO,"",21.6
2006-08-11T21:00:00Z,3,NO,"",1.07,NO,"",21.9
2006-08-11T22:00:00Z,2.98,NO,"",0.03,NO,"",21.1
2006-08-24T15:25:00Z,3.4,NO,"",26.46,NO,"",22.2
2006-08-24T15:26:00Z,3.4,NO,"",27.04,NO,"",21.7
2006-08-24T15:27:00Z,3.51,NO,"",34.61,NO,"",21.3
2006-08-24T15:28:00Z,3.51,NO,"",34.5,NO,"",21.1
2006-08-24T15:29:00Z,3.5,NO,"",33.92,NO,"",21.1
2006-08-24T15:30:00Z,3.59,NO,"",41.35,NO,"",22
2006-08-24T15:31:00Z,3.5,NO,"",34.42,NO,"",22.8
2006-08-24T15:32:00Z,3.68,NO,"",48.22,NO,"",22.3
2006-08-24T15:33:00Z,3.67,NO,"",47.58,NO,"",22.3
2006-08-24T15:34:00Z,3.71,NO,"",50.84,NO,"",22.2
2006-08-24T15:35:00Z,3.56,NO,"",39.79,NO,"",22.9
2006-08-24T15:36:00Z,3.77,NO,"",56.43,NO,"",22.3
2006-08-24T15:37:00Z,3.89,NO,"",65.95,NO,"",22.5
2006-08-24T15:38:00Z,3.71,NO,"",51.37,NO,"",23.2
2006-08-24T15:39:00Z,4.13,NO,"",87.84,NO,"",23
2006-08-24T15:40:00Z,3.65,NO,"",46.72,NO,"",23
2006-08-24T15:41:00Z,3.68,NO,"",49.17,NO,"",22.9
2006-08-24T15:42:00Z,3.85,NO,"",63.54,NO,"",23
2006-08-24T15:43:00Z,4.07,NO,"",83.16,NO,"",23.2
2006-08-24T15:44:00Z,3.83,NO,"",62.42,NO,"",23.1
2006-08-24T15:45:00Z,3.75,NO,"",55.75,NO,"",23.1
2006-08-24T15:46:00Z,3.8,NO,"",59.65,NO,"",23.1
