time (MST),Gage Height(ft)-GCMRC-GCLT1,Gage Height Ice Affected On This Day-GCMRC-GCLT1,Gage Height Notes-GCMRC-GCLT1,Discharge(cfs)-GCMRC-GCLT1,Discharge Ice Affected On This Day-GCMRC-GCLT1,Discharge Notes-GCMRC-GCLT1,Air Temperature(°C)-GCMRC-GCLT1
2004-09-19T10:51:00Z,3.61,NO,"",41.06,NO,"",17.5
2004-09-19T10:52:00Z,3.53,NO,"",35.38,NO,"",17.5
2004-09-19T10:53:00Z,3.56,NO,"",37.31,NO,"",17.5
2004-09-19T10:54:00Z,3.59,NO,"",39.51,NO,"",17.5
2004-09-19T10:55:00Z,3.53,NO,"",35.09,NO,"",17.5
2004-09-19T10:56:00Z,3.52,NO,"",34.59,NO,"",17.5
2004-09-19T10:57:00Z,3.54,NO,"",35.78,NO,"",17.6
2004-09-19T10:58:00Z,3.57,NO,"",37.97,NO,"",17.5
2004-09-19T10:59:00Z,3.58,NO,"",38.44,NO,"",17.6
2004-09-19T11:00:00Z,3.49,NO,"",31.67,NO,"",17.6
2004-09-19T11:01:00Z,3.55,NO,"",36.2,NO,"",17.6
2004-09-19T11:02:00Z,3.54,NO,"",35.7,NO,"",17.6
2004-09-19T11:03:00Z,3.47,NO,"",30.68,NO,"",17.6
2004-09-19T11:04:00Z,3.56,NO,"",37.13,NO,"",17.6
2004-09-19T11:05:00Z,3.5,NO,"",32.54,NO,"",17.6
2004-09-19T11:06:00Z,3.49,NO,"",32.05,NO,"",17.6
2004-09-19T11:07:00Z,3.53,NO,"",35.14,NO,"",17.6
2004-09-19T11:08:00Z,3.54,NO,"",35.6,NO,"",17.6
2004-09-19T11:09:00Z,3.47,NO,"",30.35,NO,"",17.7
2004-09-19T11:10:00Z,3.5,NO,"",32.22,NO,"",17.7
2004-09-19T11:11:00Z,3.48,NO,"",31.02,NO,"",17.7
2004-09-19T11:12:00Z,3.49,NO,"",31.71,NO,"",17.7
2004-09-19T11:13:00Z,3.52,NO,"",33.84,NO,"",17.7
2004-09-19T11:14:00Z,3.45,NO,"",28.64,NO,"",17.7
2004-09-19T11:15:00Z,3.4,NO,"",25.43,NO,"",17.7
2004-09-19T11:16:00Z,3.48,NO,"",30.94,NO,"",17.7
2004-09-19T11:17:00Z,3.42,NO,"",26.99,NO,"",17.8
2004-09-19T11:18:00Z,3.52,NO,"",34,NO,"",17.8
2004-09-19T11:19:00Z,3.48,NO,"",31.13,NO,"",17.8
2004-09-19T11:20:00Z,3.42,NO,"",26.94,NO,"",17.8
2004-09-19T11:21:00Z,3.43,NO,"",27.15,NO,"",17.9
2004-09-19T11:22:00Z,3.48,NO,"",30.61,NO,"",17.9
2004-09-19T11:23:00Z,3.47,NO,"",30.12,NO,"",17.9
2004-09-19T11:24:00Z,3.39,NO,"",24.83,NO,"",18
2004-09-19T11:25:00Z,3.39,NO,"",24.37,NO,"",18
2004-09-19T11:26:00Z,3.38,NO,"",23.91,NO,"",18
2004-09-19T11:27:00Z,3.39,NO,"",24.34,NO,"",18
2004-09-19T11:28:00Z,3.42,NO,"",26.35,NO,"",18
2004-09-19T11:29:00Z,3.33,NO,"",20.77,NO,"",18
2004-09-19T11:30:00Z,3.35,NO,"",21.85,NO,"",18.1
2004-09-19T11:31:00Z,3.44,NO,"",28.14,NO,"",18.1
2004-09-19T11:32:00Z,3.47,NO,"",30.21,NO,"",18.1
2004-09-19T11:33:00Z,3.4,NO,"",25.37,NO,"",18.1
2004-09-19T11:34:00Z,3.44,NO,"",28.09,NO,"",18.2
2004-09-19T11:35:00Z,3.44,NO,"",27.84,NO,"",18.2
2004-09-19T11:36:00Z,3.42,NO,"",26.23,NO,"",18.2
2004-09-19T11:37:00Z,3.41,NO,"",25.76,NO,"",18.3
2004-09-19T11:38:00Z,3.38,NO,"",23.72,NO,"",18.3
2004-09-19T11:39:00Z,3.39,NO,"",24.15,NO,"",18.4
2004-09-19T11:40:00Z,3.39,NO,"",24.13,NO,"",18.4
2004-09-19T11:41:00Z,3.4,NO,"",25.24,NO,"",18.4
2004-09-19T11:42:00Z,3.39,NO,"",24.32,NO,"",18.4
2004-09-19T11:43:00Z,3.38,NO,"",23.63,NO,"",18.4
2004-09-19T11:44:00Z,3.38,NO,"",23.4,NO,"",18.4
2004-09-19T11:45:00Z,3.35,NO,"",21.61,NO,"",18.5
2004-09-19T11:46:00Z,3.38,NO,"",23.59,NO,"",18.6
2004-09-19T11:47:00Z,3.38,NO,"",23.35,NO,"",18.6
2004-09-19T11:48:00Z,3.39,NO,"",24.23,NO,"",18.6
2004-09-19T11:49:00Z,3.37,NO,"",22.87,NO,"",18.7
2004-09-19T11:50:00Z,3.36,NO,"",21.97,NO,"",18.7
2004-09-19T11:51:00Z,3.38,NO,"",23.73,NO,"",18.8
2004-09-19T11:52:00Z,3.38,NO,"",23.72,NO,"",18.9
2004-09-19T11:53:00Z,3.36,NO,"",21.92,NO,"",19
2004-09-19T11:54:00Z,3.36,NO,"",22.13,NO,"",19.1
2004-09-19T11:55:00Z,3.36,NO,"",22.11,NO,"",19.1
2004-09-19T11:56:00Z,3.36,NO,"",21.88,NO,"",19.1
2004-09-19T11:57:00Z,3.37,NO,"",22.74,NO,"",19.1
2004-09-19T11:58:00Z,3.36,NO,"",22.06,NO,"",19.1
2004-09-19T11:59:00Z,3.37,NO,"",22.93,NO,"",19.2
2004-09-19T12:00:00Z,3.36,NO,"",21.81,NO,"",19.3
2004-09-19T12:01:00Z,3.36,NO,"",22.02,NO,"",19.3
2004-09-19T12:02:00Z,3.37,NO,"",22.44,NO,"",19.4
2004-09-19T12:03:00Z,3.35,NO,"",21.1,NO,"",19.4
2004-09-19T12:04:00Z,3.34,NO,"",20.43,NO,"",19.5
2004-09-19T12:05:00Z,3.34,NO,"",20.64,NO,"",19.5
2004-09-19T12:06:00Z,3.34,NO,"",20.62,NO,"",19.5
2004-09-19T12:07:00Z,3.35,NO,"",21.48,NO,"",19.5
2004-09-19T12:08:00Z,3.34,NO,"",20.81,NO,"",19.6
2004-09-19T12:09:00Z,3.31,NO,"",18.84,NO,"",19.7
2004-09-19T12:10:00Z,3.34,NO,"",20.34,NO,"",19.7
2004-09-19T12:11:00Z,3.31,NO,"",18.59,NO,"",19.8
2004-09-19T12:12:00Z,3.34,NO,"",20.53,NO,"",19.9
2004-09-19T12:13:00Z,3.32,NO,"",18.99,NO,"",20
2004-09-19T12:14:00Z,3.31,NO,"",18.55,NO,"",20
2004-09-19T12:15:00Z,3.3,NO,"",17.68,NO,"",20
2004-09-19T12:16:00Z,3.31,NO,"",18.09,NO,"",20.1
2004-09-19T12:17:00Z,3.3,NO,"",17.64,NO,"",20.2
2004-09-19T12:18:00Z,3.31,NO,"",18.05,NO,"",20.2
2004-09-19T12:19:00Z,3.35,NO,"",21.07,NO,"",20.4
2004-09-19T12:20:00Z,3.34,NO,"",20.4,NO,"",20.9
2004-09-19T12:21:00Z,3.31,NO,"",18.65,NO,"",21.8
2004-09-19T12:22:00Z,3.32,NO,"",18.85,NO,"",22
2004-09-19T12:23:00Z,3.34,NO,"",20.57,NO,"",22.4
2004-09-19T12:24:00Z,3.33,NO,"",19.46,NO,"",22.8
2004-09-19T12:25:00Z,3.32,NO,"",19.02,NO,"",23.1
2004-09-19T12:26:00Z,3.31,NO,"",18.36,NO,"",23.3
2004-09-19T12:27:00Z,3.31,NO,"",18.55,NO,"",23.2
2004-09-19T12:28:00Z,3.33,NO,"",19.4,NO,"",23
2004-09-19T12:29:00Z,3.31,NO,"",18.31,NO,"",23
2004-09-19T12:30:00Z,3.32,NO,"",18.72,NO,"",23.1
2004-09-19T12:31:00Z,3.32,NO,"",18.92,NO,"",22.8
2004-09-19T12:32:00Z,3.31,NO,"",18.48,NO,"",22.7
2004-09-19T12:33:00Z,3.33,NO,"",19.32,NO,"",22.7
2004-09-19T12:34:00Z,3.31,NO,"",18.23,NO,"",22.6
2004-09-19T12:35:00Z,3.32,NO,"",18.64,NO,"",22.7
2004-09-19T12:36:00Z,3.31,NO,"",18.2,NO,"",22.6
2004-09-19T12:37:00Z,3.32,NO,"",18.61,NO,"",22.4
2004-09-19T12:38:00Z,3.32,NO,"",18.6,NO,"",22.2
2004-09-19T12:39:00Z,3.32,NO,"",18.8,NO,"",22.2
2004-09-19T12:40:00Z,3.31,NO,"",18.35,NO,"",22.1
2004-09-19T12:41:00Z,3.31,NO,"",17.9,NO,"",22.2
2004-09-19T12:42:00Z,3.31,NO,"",18.32,NO,"",22.2
2004-09-19T12:43:00Z,3.31,NO,"",17.66,NO,"",22.4
2004-09-19T12:44:00Z,3.31,NO,"",17.86,NO,"",22.5
2004-09-19T12:45:00Z,3.29,NO,"",16.78,NO,"",22.5
2004-09-19T12:46:00Z,3.3,NO,"",16.97,NO,"",22.8
2004-09-19T12:47:00Z,3.3,NO,"",16.96,NO,"",22.9
2004-09-19T12:48:00Z,3.28,NO,"",15.89,NO,"",22.9
2004-09-19T12:49:00Z,3.28,NO,"",16.08,NO,"",22.8
2004-09-19T12:50:00Z,3.29,NO,"",16.49,NO,"",22.6
2004-09-19T12:51:00Z,3.29,NO,"",16.47,NO,"",22.5
2004-09-19T12:52:00Z,3.31,NO,"",17.52,NO,"",22.4
2004-09-19T12:53:00Z,3.28,NO,"",16.02,NO,"",22.4
2004-09-19T12:54:00Z,3.29,NO,"",16.42,NO,"",22.4
2004-09-19T12:55:00Z,3.32,NO,"",18.33,NO,"",22.4
2004-09-19T12:56:00Z,3.3,NO,"",17.03,NO,"",22.4
2004-09-19T12:57:00Z,3.33,NO,"",18.94,NO,"",22.6
2004-09-19T12:58:00Z,3.32,NO,"",18.71,NO,"",22.9
2004-09-19T12:59:00Z,3.31,NO,"",17.41,NO,"",23.1
2004-09-19T13:00:00Z,3.3,NO,"",16.75,NO,"",23.4
2004-09-19T13:01:00Z,3.3,NO,"",16.95,NO,"",23.6
2004-09-19T13:02:00Z,3.28,NO,"",15.46,NO,"",23.9
2004-09-19T13:03:00Z,3.29,NO,"",16.28,NO,"",24.2
2004-09-19T13:04:00Z,3.27,NO,"",14.8,NO,"",24.3
2004-09-19T13:05:00Z,3.27,NO,"",14.78,NO,"",24.5
2004-09-19T13:06:00Z,3.25,NO,"",13.94,NO,"",24.7
2004-09-19T13:07:00Z,3.23,NO,"",12.68,NO,"",24.5
2004-09-19T13:08:00Z,3.25,NO,"",13.49,NO,"",24.4
2004-09-19T13:09:00Z,3.28,NO,"",15.77,NO,"",24.2
2004-09-19T13:10:00Z,3.27,NO,"",15.12,NO,"",24.4
2004-09-19T13:11:00Z,3.27,NO,"",14.9,NO,"",24.5
2004-09-19T13:12:00Z,3.27,NO,"",14.67,NO,"",24.8
2004-09-19T13:13:00Z,3.26,NO,"",14.24,NO,"",25
2004-09-19T13:14:00Z,3.25,NO,"",13.6,NO,"",25
2004-09-19T13:15:00Z,3.25,NO,"",13.38,NO,"",25
2004-09-19T13:16:00Z,3.26,NO,"",13.99,NO,"",25.1
2004-09-19T13:17:00Z,3.24,NO,"",13.14,NO,"",25.1
2004-09-19T13:18:00Z,3.24,NO,"",12.92,NO,"",25.2
2004-09-19T13:19:00Z,3.25,NO,"",13.52,NO,"",25.3
2004-09-19T13:20:00Z,3.23,NO,"",12.28,NO,"",25.3
2004-09-19T13:21:00Z,3.23,NO,"",12.47,NO,"",25.3
2004-09-19T13:22:00Z,3.23,NO,"",12.04,NO,"",25.2
2004-09-19T13:23:00Z,3.21,NO,"",11.22,NO,"",25.3
2004-09-19T13:24:00Z,3.24,NO,"",12.63,NO,"",25.2
2004-09-19T13:25:00Z,3.23,NO,"",12,NO,"",25.2
2004-09-19T13:26:00Z,3.22,NO,"",11.78,NO,"",25.2
2004-09-19T13:27:00Z,3.22,NO,"",11.36,NO,"",25.1
2004-09-19T13:28:00Z,3.21,NO,"",11.14,NO,"",25
2004-09-19T13:29:00Z,3.21,NO,"",11.12,NO,"",25
2004-09-19T13:30:00Z,3.19,NO,"",9.9,NO,"",24.8
2004-09-19T13:31:00Z,3.21,NO,"",11.09,NO,"",24.7
2004-09-19T13:32:00Z,3.21,NO,"",10.88,NO,"",24.7
2004-09-19T13:33:00Z,3.2,NO,"",10.26,NO,"",24.6
2004-09-19T13:34:00Z,3.2,NO,"",10.24,NO,"",24.5
2004-09-19T13:35:00Z,3.36,NO,"",20.3,NO,"",-999
2004-09-19T14:00:00Z,3.06,NO,"",1.43,NO,"",26.5
2004-09-19T16:00:00Z,3.06,NO,"",0.34,NO,"",26.6
2004-09-29T15:21:00Z,3.73,NO,"",45.6,NO,"",19.4
2004-09-29T15:22:00Z,3.94,NO,"",63.02,NO,"",19.2
2004-09-29T15:23:00Z,3.8,NO,"",51.5,NO,"",19.1
2004-09-29T15:24:00Z,3.68,NO,"",41.18,NO,"",18.7
2004-09-29T15:25:00Z,3.83,NO,"",53.42,NO,"",18.6
2004-09-29T15:26:00Z,3.65,NO,"",39.39,NO,"",18.7
2004-09-29T15:27:00Z,3.8,NO,"",50.96,NO,"",18.8
2004-09-29T15:28:00Z,3.99,NO,"",67.41,NO,"",18.8
2004-09-29T15:29:00Z,3.92,NO,"",61.3,NO,"",18.8
2004-09-29T15:30:00Z,4.17,NO,"",84.9,NO,"",18.8
2004-09-29T15:31:00Z,3.71,NO,"",43.78,NO,"",18.9
2004-09-29T15:32:00Z,3.88,NO,"",58.18,NO,"",19
2004-09-29T15:33:00Z,4,NO,"",68.6,NO,"",19
2004-09-29T15:34:00Z,3.93,NO,"",62.46,NO,"",18.6
2004-09-29T15:35:00Z,3.88,NO,"",58.18,NO,"",18.5
2004-09-29T15:36:00Z,3.76,NO,"",48.28,NO,"",18.2
2004-09-29T15:37:00Z,3.66,NO,"",40.18,NO,"",18.1
2004-09-29T15:38:00Z,3.82,NO,"",52.9,NO,"",17.9
2004-09-29T15:39:00Z,3.84,NO,"",54.28,NO,"",17.8
2004-09-29T15:40:00Z,3.65,NO,"",38.91,NO,"",17.6
2004-09-29T15:41:00Z,3.74,NO,"",46.43,NO,"",17.4
2004-09-29T15:42:00Z,3.57,NO,"",33.2,NO,"",17.3
2004-09-29T15:43:00Z,3.82,NO,"",52.63,NO,"",17.3
2004-09-29T15:44:00Z,3.74,NO,"",46.43,NO,"",17.3
2004-09-29T15:45:00Z,3.77,NO,"",48.57,NO,"",17.3
2004-09-29T15:46:00Z,3.88,NO,"",58.2,NO,"",17.1
2004-09-29T15:47:00Z,3.71,NO,"",43.55,NO,"",17
2004-09-29T15:48:00Z,3.64,NO,"",38.17,NO,"",17.1
2004-09-29T15:49:00Z,3.7,NO,"",43.29,NO,"",17.3
2004-09-29T15:50:00Z,3.56,NO,"",32.72,NO,"",17.5
2004-09-29T15:51:00Z,3.55,NO,"",31.51,NO,"",17.7
2004-09-29T15:52:00Z,3.54,NO,"",31.28,NO,"",17.9
2004-09-29T15:53:00Z,3.54,NO,"",30.8,NO,"",18.1
2004-09-29T15:54:00Z,3.51,NO,"",28.65,NO,"",18.1
2004-09-29T15:55:00Z,3.41,NO,"",21.52,NO,"",17.9
2004-09-29T15:56:00Z,3.39,NO,"",20.63,NO,"",17.9
2004-09-29T15:57:00Z,3.4,NO,"",21.3,NO,"",17.9
2004-09-29T15:58:00Z,3.44,NO,"",24.02,NO,"",18.2
2004-09-29T15:59:00Z,3.39,NO,"",20.19,NO,"",18.4
2004-09-29T16:00:00Z,3.36,NO,"",18.66,NO,"",18.6
2004-09-29T16:01:00Z,3.33,NO,"",16.28,NO,"",18.7
2004-09-29T16:02:00Z,3.32,NO,"",15.64,NO,"",18.8
2004-09-29T16:03:00Z,3.34,NO,"",16.92,NO,"",18.9
2004-09-29T16:04:00Z,3.32,NO,"",15.85,NO,"",18.8
2004-09-29T16:05:00Z,3.31,NO,"",15.01,NO,"",18.8
2004-09-29T16:06:00Z,3.31,NO,"",15.01,NO,"",18.7
2004-09-29T16:07:00Z,3.29,NO,"",13.54,NO,"",18.7
2004-09-29T16:08:00Z,3.28,NO,"",13.33,NO,"",18.7
2004-09-29T16:09:00Z,3.32,NO,"",15.65,NO,"",18.7
2004-09-29T16:10:00Z,3.25,NO,"",11.47,NO,"",18.7
2004-09-29T16:11:00Z,3.31,NO,"",15.02,NO,"",18.7
2004-09-29T16:12:00Z,3.29,NO,"",13.55,NO,"",18.7
2004-09-29T16:13:00Z,3.26,NO,"",12.09,NO,"",18.7
2004-09-29T16:14:00Z,3.24,NO,"",10.66,NO,"",18.8
2004-09-29T16:15:00Z,3.23,NO,"",10.06,NO,"",18.7
2004-09-29T16:16:00Z,3.23,NO,"",10.06,NO,"",18.5
2004-09-29T16:17:00Z,3.23,NO,"",10.26,NO,"",18.4
2004-09-29T16:18:00Z,3.23,NO,"",10.26,NO,"",18.3
2004-09-29T16:19:00Z,3.21,NO,"",9.06,NO,"",18.1
2004-09-29T16:20:00Z,3.21,NO,"",9.06,NO,"",18.1
2004-09-29T16:21:00Z,3.22,NO,"",9.66,NO,"",18.2
2004-09-29T16:22:00Z,3.22,NO,"",9.26,NO,"",18.3
2004-09-29T16:23:00Z,3.2,NO,"",8.47,NO,"",18.3
2004-09-29T16:24:00Z,3.21,NO,"",8.87,NO,"",18.4
2004-09-29T16:25:00Z,3.21,NO,"",9.07,NO,"",18.3
2004-09-29T16:26:00Z,3.2,NO,"",8.27,NO,"",18.3
2004-09-29T16:27:00Z,3.21,NO,"",8.67,NO,"",18.3
2004-09-29T16:28:00Z,3.21,NO,"",8.67,NO,"",18.4
2004-09-29T16:29:00Z,3.21,NO,"",8.88,NO,"",18.5
2004-09-29T16:30:00Z,3.21,NO,"",8.68,NO,"",18.6
2004-09-29T16:31:00Z,3.2,NO,"",8.48,NO,"",18.6
2004-09-29T16:32:00Z,3.2,NO,"",8.48,NO,"",18.6
2004-09-29T16:33:00Z,3.2,NO,"",8.48,NO,"",18.6
2004-09-29T16:34:00Z,3.21,NO,"",8.68,NO,"",18.6
2004-09-29T16:35:00Z,3.2,NO,"",8.49,NO,"",18.6
2004-09-29T16:36:00Z,3.2,NO,"",8.09,NO,"",18.2
2004-09-29T16:37:00Z,3.2,NO,"",8.29,NO,"",17.9
2004-09-29T16:38:00Z,3.2,NO,"",8.49,NO,"",17.7
2004-09-29T16:39:00Z,3.21,NO,"",8.89,NO,"",17.5
2004-09-29T16:40:00Z,3.22,NO,"",9.29,NO,"",17.3
2004-09-29T16:41:00Z,3.22,NO,"",9.5,NO,"",17.1
2004-09-29T16:42:00Z,3.24,NO,"",10.51,NO,"",17
2004-09-29T16:43:00Z,3.27,NO,"",12.35,NO,"",17
2004-09-29T16:44:00Z,3.27,NO,"",12.56,NO,"",17.2
2004-09-29T16:45:00Z,3.26,NO,"",12.15,NO,"",17.3
2004-09-29T16:46:00Z,3.25,NO,"",11.54,NO,"",17.2
2004-09-29T16:47:00Z,3.3,NO,"",14.66,NO,"",17
2004-09-29T16:48:00Z,3.31,NO,"",15.29,NO,"",16.9
2004-09-29T16:49:00Z,3.27,NO,"",12.78,NO,"",16.9
2004-09-29T16:50:00Z,3.32,NO,"",16.15,NO,"",17.1
2004-09-29T16:51:00Z,3.32,NO,"",16.15,NO,"",17.2
2004-09-29T16:52:00Z,3.35,NO,"",17.66,NO,"",17.5
2004-09-29T16:53:00Z,3.31,NO,"",14.88,NO,"",18
2004-09-29T16:54:00Z,3.36,NO,"",18.32,NO,"",18.4
2004-09-29T16:55:00Z,3.31,NO,"",14.88,NO,"",18.7
2004-09-29T16:56:00Z,3.3,NO,"",14.25,NO,"",18.9
2004-09-29T16:57:00Z,3.33,NO,"",16.59,NO,"",18.9
2004-09-29T16:58:00Z,3.31,NO,"",15.31,NO,"",18.9
2004-09-29T16:59:00Z,3.3,NO,"",14.47,NO,"",18.9
2004-09-29T17:00:00Z,3.32,NO,"",16.17,NO,"",19
2004-09-29T17:01:00Z,3.32,NO,"",15.96,NO,"",19
2004-09-29T17:02:00Z,3.39,NO,"",20.75,NO,"",19.1
2004-09-29T17:03:00Z,3.31,NO,"",15.53,NO,"",19.1
2004-09-29T17:04:00Z,3.31,NO,"",15.11,NO,"",19.1
2004-09-29T17:05:00Z,3.38,NO,"",19.65,NO,"",19.1
2004-09-29T17:06:00Z,3.29,NO,"",13.64,NO,"",19.1
2004-09-29T17:07:00Z,3.3,NO,"",14.69,NO,"",19.1
2004-09-29T17:08:00Z,3.3,NO,"",14.27,NO,"",19.1
2004-09-29T17:09:00Z,3.32,NO,"",15.97,NO,"",19.1
2004-09-29T17:10:00Z,3.28,NO,"",13.23,NO,"",19.1
2004-09-29T17:11:00Z,3.28,NO,"",13.44,NO,"",19.1
2004-09-29T17:12:00Z,3.29,NO,"",14.07,NO,"",19.1
2004-09-29T17:13:00Z,3.32,NO,"",15.98,NO,"",19.1
2004-09-29T17:14:00Z,3.29,NO,"",13.66,NO,"",19.1
2004-09-29T17:15:00Z,3.29,NO,"",13.66,NO,"",19.1
2004-09-29T17:16:00Z,3.3,NO,"",14.29,NO,"",19.1
2004-09-29T17:17:00Z,3.28,NO,"",13.24,NO,"",19.1
2004-09-29T17:18:00Z,3.3,NO,"",14.5,NO,"",19.2
2004-09-29T17:19:00Z,3.26,NO,"",11.8,NO,"",19.2
2004-09-29T17:20:00Z,3.29,NO,"",13.67,NO,"",19.2
2004-09-29T17:21:00Z,3.28,NO,"",13.04,NO,"",19.2
2004-09-29T17:22:00Z,3.27,NO,"",12.42,NO,"",19.2
2004-09-29T17:23:00Z,3.25,NO,"",11.4,NO,"",19.2
2004-09-29T17:24:00Z,3.25,NO,"",11.6,NO,"",19.1
2004-09-29T17:25:00Z,3.25,NO,"",11.4,NO,"",19.1
2004-09-29T17:26:00Z,3.23,NO,"",10.38,NO,"",19.1
2004-09-29T17:27:00Z,3.24,NO,"",10.59,NO,"",19.1
2004-09-29T17:28:00Z,3.22,NO,"",9.78,NO,"",19.2
2004-09-29T17:29:00Z,3.21,NO,"",9.18,NO,"",19.1
2004-09-29T17:30:00Z,3.22,NO,"",9.58,NO,"",19.2
2004-09-29T17:31:00Z,3.21,NO,"",8.78,NO,"",19.2
2004-09-29T17:32:00Z,3.21,NO,"",8.78,NO,"",19.2
2004-09-29T17:33:00Z,3.2,NO,"",8.19,NO,"",19.2
2004-09-29T17:34:00Z,3.36,NO,"",18.39,NO,"",-999
2004-09-29T18:00:00Z,3.1,NO,"",2.47,NO,"",19
2004-11-04T21:00:00Z,3.06,NO,"",0.18,NO,"",9.5
2004-11-12T21:00:00Z,3.06,NO,"",0.7,NO,"",7.3
2004-11-12T21:20:00Z,3.06,NO,"",0.63,NO,"",-999
2004-11-12T21:21:00Z,3.28,NO,"",14.11,NO,"",7
2004-11-12T21:22:00Z,3.39,NO,"",21.45,NO,"",7
2004-11-12T21:23:00Z,3.5,NO,"",28.78,NO,"",7
2004-11-12T21:24:00Z,3.37,NO,"",20.11,NO,"",7
2004-11-12T21:25:00Z,3.47,NO,"",26.43,NO,"",7
2004-11-12T21:26:00Z,3.44,NO,"",24.59,NO,"",7
2004-11-12T21:27:00Z,3.35,NO,"",18.35,NO,"",7
2004-11-12T21:28:00Z,3.52,NO,"",29.94,NO,"",7
2004-11-12T21:29:00Z,3.47,NO,"",26.88,NO,"",7
2004-11-12T21:30:00Z,3.51,NO,"",29.69,NO,"",7
2004-11-12T21:31:00Z,3.56,NO,"",33.29,NO,"",7
2004-11-12T21:32:00Z,3.47,NO,"",26.87,NO,"",7
2004-11-12T21:33:00Z,3.55,NO,"",32.56,NO,"",7
2004-11-12T21:34:00Z,3.58,NO,"",34.99,NO,"",7
2004-11-12T21:35:00Z,3.48,NO,"",27.32,NO,"",7
2004-11-12T21:36:00Z,3.47,NO,"",26.62,NO,"",7
2004-11-12T21:37:00Z,3.49,NO,"",28.25,NO,"",7
2004-11-12T21:38:00Z,3.48,NO,"",27.31,NO,"",7
2004-11-12T21:39:00Z,3.55,NO,"",32.78,NO,"",7
2004-11-12T21:40:00Z,3.58,NO,"",34.97,NO,"",7
2004-11-12T21:41:00Z,3.53,NO,"",31.08,NO,"",7
2004-11-12T21:42:00Z,3.54,NO,"",32.04,NO,"",7
2004-11-12T21:43:00Z,3.6,NO,"",36.19,NO,"",6.9
2004-11-12T21:44:00Z,3.58,NO,"",34.46,NO,"",6.9
2004-11-12T21:45:00Z,3.58,NO,"",34.95,NO,"",6.9
2004-11-12T21:46:00Z,3.57,NO,"",33.72,NO,"",7
2004-11-12T21:47:00Z,3.63,NO,"",38.68,NO,"",7
2004-11-12T21:48:00Z,3.63,NO,"",38.17,NO,"",7
2004-11-12T21:49:00Z,3.62,NO,"",37.91,NO,"",7
2004-11-12T21:50:00Z,3.55,NO,"",32.49,NO,"",7
2004-11-12T21:51:00Z,3.49,NO,"",27.96,NO,"",7
2004-11-12T21:52:00Z,3.51,NO,"",29.61,NO,"",7
2004-11-12T21:53:00Z,3.55,NO,"",32.24,NO,"",7.1
2004-11-12T21:54:00Z,3.62,NO,"",37.64,NO,"",7.1
2004-11-12T21:55:00Z,3.53,NO,"",31.27,NO,"",7.1
2004-11-12T21:56:00Z,3.52,NO,"",30.54,NO,"",7.1
2004-11-12T21:57:00Z,3.5,NO,"",28.41,NO,"",7.1
2004-11-12T21:58:00Z,3.59,NO,"",35.64,NO,"",7.2
2004-11-12T21:59:00Z,3.75,NO,"",47.96,NO,"",7.2
2004-11-12T22:00:00Z,3.43,NO,"",23.55,NO,"",7.1
2004-11-12T22:01:00Z,3.36,NO,"",18.87,NO,"",7.1
2004-11-12T22:02:00Z,3.39,NO,"",21.07,NO,"",7.1
2004-11-12T22:03:00Z,3.54,NO,"",31.72,NO,"",7.1
2004-11-12T22:04:00Z,3.46,NO,"",26.05,NO,"",7.1
2004-11-12T22:05:00Z,3.38,NO,"",20.17,NO,"",7.1
2004-11-12T22:06:00Z,3.49,NO,"",27.67,NO,"",7.1
2004-11-12T22:07:00Z,3.53,NO,"",30.74,NO,"",7.1
2004-11-12T22:08:00Z,3.6,NO,"",35.85,NO,"",7.1
2004-11-12T22:09:00Z,3.37,NO,"",19.94,NO,"",7.2
2004-11-12T22:10:00Z,3.37,NO,"",19.93,NO,"",7.2
2004-11-12T22:11:00Z,3.56,NO,"",33.14,NO,"",7.2
2004-11-12T22:12:00Z,3.63,NO,"",38.58,NO,"",7.2
2004-11-12T22:13:00Z,3.46,NO,"",26.02,NO,"",7.2
2004-11-12T22:14:00Z,3.55,NO,"",32.15,NO,"",7.2
2004-11-12T22:15:00Z,3.44,NO,"",24.17,NO,"",7.2
2004-11-12T22:16:00Z,3.48,NO,"",27.16,NO,"",7.2
2004-11-12T22:17:00Z,3.41,NO,"",22.58,NO,"",7.2
2004-11-12T22:18:00Z,3.51,NO,"",29.27,NO,"",7.2
2004-11-12T22:19:00Z,3.51,NO,"",29.27,NO,"",7.2
2004-11-12T22:20:00Z,3.62,NO,"",37.79,NO,"",7.2
2004-11-12T22:21:00Z,3.61,NO,"",37.04,NO,"",7.2
2004-11-12T22:22:00Z,3.73,NO,"",45.75,NO,"",7.2
2004-11-12T22:23:00Z,3.41,NO,"",22.11,NO,"",7.2
2004-11-12T22:24:00Z,3.39,NO,"",21.21,NO,"",7.2
2004-11-12T22:25:00Z,3.44,NO,"",24.36,NO,"",7.2
2004-11-12T22:26:00Z,3.56,NO,"",33.32,NO,"",7.2
2004-11-12T22:27:00Z,3.47,NO,"",26.42,NO,"",7.2
2004-11-12T22:28:00Z,3.73,NO,"",46.25,NO,"",7.2
2004-11-12T22:29:00Z,3.67,NO,"",41.3,NO,"",7.2
2004-11-12T22:30:00Z,3.44,NO,"",24.57,NO,"",7.2
2004-11-12T22:31:00Z,3.48,NO,"",26.87,NO,"",7.2
2004-11-12T22:32:00Z,3.51,NO,"",28.98,NO,"",7.2
